"","arrests","countyid","density","popul","perc1019","perc2029","percblack","percmale","rpcincmaint","rpcpersinc","rpcunemins","year","murders","murdrate","arrestrate","statefips","countyfips","execs","lpopul","execrate","stand_res","fitted","residuals"
"14",6,1031,62.0036,42112,14.36883,13.97226,18.07086,49.00029,195.488,11996.93,26.896,1995,2,0.474924,1.424772,1,31,0,10.64809,0,-0.255910996569709,0.64344932440367,-0.16852532440367
"15",2,1033,87.84269,52229,13.03107,13.1651,17.36966,48.09206,185.648,12471.22,45.264,1995,2,0.382929,0.382929,1,33,0,10.86339,0,-0.383829897163163,0.635622923189042,-0.252693923189042
"16",2,1035,16.48781,14029,15.2256,12.25319,43.18198,47.38755,459.856,10205.39,53.792,1995,0,0,1.425618,1,35,0,9.548882,0,-1.764949488885,1.16051132476409,-1.16051132476409
"17",0,1037,17.85773,11652,14.06625,14.52969,35.73635,49.87127,263.712,9471.328,22.96,1995,3,2.574665,0,1,37,0,9.363234,0,2.41257524636843,0.987925775279212,1.58673922472079
"18",1,1039,35.84718,37092,14.04346,12.00259,13.66063,47.3067,260.432,10587.18,37.392,1995,2,0.5391998,0.2695999,1,39,0,10.52116,0,-0.0560553688018366,0.576098669789198,-0.0368988697891982
"19",3,1041,22.17772,13520,14.86686,12.01923,26.93787,47.40385,362.112,10475.66,28.864,1995,4,2.95858,2.218935,1,41,0,9.511926,0,3.2228535523043,0.837305486016639,2.12127451398336
"20",9,1043,97.44882,71964,13.8611,13.0065,0.8768273,48.69101,186.304,11556.75,30.176,1995,3,0.4168751,1.250625,1,43,0,11.18392,0,0.171784821895381,0.303775068371798,0.113100031628202
"21",13,1045,88.88123,49873,14.27426,18.4268,18.66541,49.58795,232.88,10938.14,29.52,1995,10,2.005093,2.606621,1,45,0,10.81723,0,2.00627823833696,0.685227615178523,1.31986538482148
"22",5,1047,48.42812,47498,17.10388,13.24266,58.92038,45.7514,595.648,10415.31,52.48,1995,7,1.473746,1.052676,1,47,0,10.76844,0,-0.0567132213960036,1.51095365499189,-0.0372076549918902
"23",6,1049,73.3848,57092,14.46963,12.76361,2.00028,48.35879,216.48,11424.9,33.456,1995,3,0.5254677,1.050935,1,49,0,10.95242,0,0.294568949108023,0.331512725746538,0.193954974253462
"24",7,1051,91.38833,56805,14.32796,15.05149,23.65285,50.91629,180.4,11505.58,24.272,1995,6,1.056245,1.232286,1,51,0,10.94738,0,0.49795068535379,0.728523619387014,0.327721380612986
"25",5,1053,37.93773,35945,15.43469,13.10335,29.42829,49.18904,274.864,10189.65,41.328,1995,2,0.5564056,1.391014,1,53,0,10.48975,0,-0.467894331582524,0.864385801592568,-0.307980201592568
"26",8,1055,190.6428,101963,14.19142,12.44177,14.44936,47.43093,241.408,11793.57,31.488,1995,9,0.8826731,0.7845983,1,55,0,11.53236,0,0.446237266416743,0.588870092961927,0.293803007038073
"27",1,1057,28.57218,17938,14.91248,12.00245,12.72717,47.82584,265.68,10903.38,28.208,1995,1,0.5574757,0.5574757,1,57,0,9.794677,0,0.0135784083706458,0.54853459999906,0.00894110000094049
"28",4,1059,45.70208,29052,13.69269,12.59122,4.732893,47.86589,238.784,11097.55,46.576,1995,2,0.6884208,1.376842,1,59,0,10.27684,0,0.449213089559386,0.392719247466072,0.295701552533928
"29",1,1061,42.60888,24559,14.17403,12.11776,12.42722,48.24708,271.584,10951.26,44.608,1995,3,1.221548,0.4071827,1,61,0,10.10883,0,1.04360569838519,0.534349847665437,0.687198152334563
"30",2,1063,15.34619,9913,17.63341,12.25663,81.02492,45.89932,604.176,8514.88,49.2,1995,1,1.008776,2.017553,1,63,0,9.201602,0,-1.42832101342387,1.94233415512837,-0.933558155128369
"31",0,1065,25.02861,16113,17.12903,12.63576,60.3674,46.84416,463.792,9132.832,41.328,1995,1,0.6206169,0,1,65,0,9.687382,0,-1.36909928796505,1.51882485462918,-0.898207954629177
"32",2,1067,27.79413,15619,15.25066,12.17107,36.38517,47.33978,307.664,10347.74,34.112,1995,1,0.6402459,1.280492,1,67,0,9.656243,0,-0.587307903850151,1.02661860265004,-0.386372702650035
"33",5,1069,144.0225,83592,14.73466,13.37688,24.23079,47.53206,227.632,13068.18,25.584,1995,3,0.358886,0.5981434,1,69,0,11.3337,0,-0.644892925334981,0.783449286703468,-0.424563286703468
"34",3,1071,46.08531,49717,14.75753,12.897,4.364704,48.3396,224.352,11505.58,51.168,1995,1,0.2011384,0.6034153,1,71,0,10.8141,0,-0.271131555684291,0.379677864605449,-0.178539464605449
"35",125,1073,595.9285,663077,13.08551,14.52229,36.32941,46.83001,230.912,15715.79,24.272,1995,151,2.277262,1.885151,1,73,1,13.40465,0.0150812,1.89457639322355,1.03135418225159,1.24590781774841
"36",3,1077,123.9811,83008,13.43967,14.16129,10.16288,47.82912,178.432,12335.42,33.456,1995,5,0.6023516,0.361411,1,77,0,11.32669,0,0.142796016106308,0.508351371682835,0.0940002283171653
"37",0,1079,47.0679,32639,15.27008,15.16897,16.23518,49.25702,238.784,10571.44,38.704,1995,2,0.6127639,0,1,79,0,10.39326,0,-0.0100530763943083,0.619383127050377,-0.00661922705037708
"38",4,1081,153.3895,93382,16.35326,25.08728,24.88488,49.70872,169.248,11033.92,23.616,1995,6,0.6425221,0.4283481,1,81,0,11.44445,0,-0.338079649635619,0.864300572216755,-0.221778472216756
"39",2,1083,104.1597,59172,13.62976,15.74393,13.86298,50.18928,182.368,11841.46,27.552,1995,1,0.1689989,0.3379977,1,83,0,10.9882,0,-0.58311718520021,0.552851324359485,-0.383852424359485
"40",5,1085,17.9317,12875,18.95146,14.70291,75.42524,46.41553,594.336,8073.392,55.104,1995,0,0,3.883495,1,85,0,9.463042,0,-2.8235334667657,1.84709952655163,-1.84709952655163
"41",8,1087,38.85522,23724,19.13252,17.4844,86.12798,46.50143,463.792,8885.52,30.832,1995,7,2.950598,3.372113,1,87,1,10.07424,0.4215141,1.33858626967982,2.07656309700427,0.874034902995731
"42",13,1089,333.8518,268737,12.96956,17.32586,20.99413,49.28908,154.816,14908.91,23.616,1995,15,0.5581666,0.4837443,1,89,0,12.50149,0,-0.231699989928737,0.710630664055435,-0.152464064055435
"43",1,1091,23.94693,23399,16.55199,12.74413,52.03214,47.36527,410.656,10789.23,36.736,1995,0,0,0.4273687,1,91,0,10.06045,0,-2.03873945840451,1.33922556552421,-1.33922556552421
"44",1,1093,40.96343,30373,13.76222,13.16959,3.509696,49.07977,198.768,10744.62,32.144,1995,0,0,0.3292398,1,93,0,10.32131,0,-0.535403413937139,0.352486171388414,-0.352486171388414
"45",10,1095,137.2144,77815,13.58093,12.96922,1.625651,47.9432,204.016,12221.94,37.392,1995,5,0.6425496,1.285099,1,95,0,11.26209,0,0.476167517016772,0.329097354044276,0.313452245955724
"46",2,1099,23.72297,24339,17.11245,13.19693,40.2687,48.39969,305.04,10417.28,50.512,1995,2,0.8217264,0.8217264,1,99,0,10.09984,0,-0.415524128181505,1.09498143921702,-0.273255039217017
"47",11,1101,274.1335,216530,14.89955,15.49577,42.98804,47.3357,296.512,14831.5,28.864,1995,38,1.754953,0.5080128,1,101,0,12.28548,0,0.893601291699511,1.16744740267001,0.587505597329987
"48",16,1103,182.5087,106265,13.79005,13.85122,10.57733,48.77429,154.16,13888.18,30.832,1995,11,1.035148,1.50567,1,103,0,11.57369,0,0.825653825337851,0.49142698579292,0.54372101420708
"49",1,1105,17.685,12725,20.44008,12.88016,64.91159,46.73478,660.592,8041.904,64.944,1995,3,2.357564,0.7858546,1,105,0,9.451324,0,1.12378960986493,1.6219917715115,0.735572228488504
"50",0,1107,23.57228,20778,15.32871,12.21966,42.74714,46.80912,400.816,9813.76,36.736,1995,0,0,0,1,107,0,9.94165,0,-1.77042569809546,1.16397042522295,-1.16397042522295
"51",7,1109,42.36865,28433,16.68484,17.80326,36.07428,46.94897,353.584,10997.18,34.112,1995,2,0.703408,2.461928,1,109,0,10.25531,0,-0.565259417524923,1.07502158043361,-0.371613580433607
"52",1,1111,34.64686,20133,14.45388,12.89425,24.51696,48.30875,256.496,10108.96,42.64,1995,0,0,0.4966969,1,111,0,9.910115,0,-1.18628107723736,0.780920939222507,-0.780920939222507
"53",4,1113,79.71009,51105,14.12386,14.84591,39.99413,47.89746,286.672,10159.47,31.488,1995,3,0.5870267,0.7827023,1,113,0,10.84164,0,-0.792702604353938,1.10834929681836,-0.521322596818357
"54",4,1115,90.76984,57547,14.23532,13.67925,9.658193,50.4631,160.064,11087.71,19.024,1995,2,0.347542,0.695084,1,115,0,10.96036,0,-0.158108425035771,0.451650163718304,-0.104108163718304
"55",4,1117,157.6576,125325,13.50329,15.309,8.208259,49.1929,79.376,15520.96,13.776,1995,5,0.3989627,0.3191701,1,117,0,11.73867,0,-0.0667340768484007,0.44289589488284,-0.0439331948828403
"56",1,1119,17.81571,16123,19.38225,15.46238,71.20263,46.36854,524.144,8604.752,74.128,1995,0,0,0.6202319,1,119,0,9.688002,0,-2.70455133633339,1.77014221800644,-1.77014221800644
"57",3,1121,102.5799,75868,16.13724,13.44177,31.98977,48.36558,295.2,10138.48,33.456,1995,2,0.2636158,0.3954236,1,121,0,11.23675,0,-1.01895404576637,0.934206437858684,-0.670590637858684
"58",13,1123,54.78525,39338,14.69317,12.63664,27.33743,47.10458,243.376,12176.02,36.08,1995,7,1.77945,3.304693,1,123,0,10.57995,0,1.41301454044652,0.849387005188732,0.930062994811268
"59",4,1125,119.1833,157949,15.61137,18.73643,27.38099,48.26241,223.04,12465.97,24.928,1995,12,0.7597389,0.2532463,1,125,0,11.97003,0,-0.183505905750127,0.880455043050865,-0.120716143050865
"60",7,1127,86.90384,69041,14.4798,12.80254,6.842311,48.09606,234.848,11812.59,33.456,1995,6,0.8690488,1.01389,1,127,0,11.14246,0,0.66599473059367,0.430492938083645,0.438555861916355
"61",3,1131,15.28209,13582,19.1798,12.51657,69.74673,46.82668,764.896,7986.144,44.608,1995,1,0.7362686,2.208806,1,131,0,9.5165,0,-1.48808038322621,1.71029302067046,-0.974024420670457
"62",1,1133,37.81707,23238,13.66727,13.27997,0.2625011,48.91557,217.792,11350.77,48.544,1995,0,0,0.4303297,1,133,0,10.05354,0,-0.440886705729158,0.290244025303633,-0.290244025303633
"63",2,2090,11.27604,83019,16.29988,17.13945,6.765921,53.16735,226.32,13728.77,83.312,1995,3,0.3613631,0.2409087,2,90,0,11.32683,0,-0.00984011266189611,0.367832745166287,-0.00646964516628722
"64",1,2110,11.26677,29221,15.1706,11.30009,1.095103,51.14815,178.432,18652.7,80.032,1995,0,0,0.3422197,2,110,0,10.28264,0,-0.342224335384039,0.224962387588908,-0.224962387588908
"65",1,2122,2.862632,46028,17.64144,10.00478,0.4801425,53.29147,208.608,15081.44,270.272,1995,0,0,0.2172591,2,122,0,10.73701,0,-0.273688967257065,0.179718126536426,-0.179718126536426
"66",0,2170,2.048058,50574,18.20501,8.603235,0.8403528,52.49733,139.072,11116.58,104.304,1995,0,0,0,2,170,0,10.83119,0,-0.312042187740319,0.205107112242997,-0.205107112242997
"67",0,2180,0.3826174,8805,19.37535,11.80011,0.1022146,54.23055,702.576,11368.48,120.048,1995,0,0,0,2,180,0,9.083075,0,-0.284053358093855,0.186465911424093,-0.186465911424093
"68",0,2185,0.0796149,6995,16.98356,12.43746,0.7290922,54.56755,232.88,16382.29,75.44,1995,4,5.71837,0,2,185,0,8.852951,0,8.44856788125891,0.175520628888603,5.5428493711114
"69",0,2280,1.216142,7064,15.5436,10.50396,0.1557191,54.11948,223.696,15289.39,94.464,1995,0,0,0,2,280,0,8.862766,0,-0.240257564541076,0.157781867553505,-0.157781867553505
"70",0,5001,21.30129,21057,15.78572,11.06995,23.35565,47.34293,254.528,12563.06,46.576,1995,0,0,0,5,1,0,9.954988,0,-1.14564363396934,0.754111770393984,-0.754111770393984
"71",3,5003,26.6813,24583,16.54802,12.42322,29.01192,47.98031,304.384,11548.88,47.232,1995,2,0.8135704,1.220356,5,3,0,10.10981,0,-0.0855404281589779,0.869869207925646,-0.0562988079256457
"72",0,5005,64.60659,35819,11.02767,8.361485,0.0167509,47.85728,125.296,12075.65,36.736,1995,0,0,0,5,5,0,10.48623,0,-0.390134918820853,0.256545922262689,-0.256545922262689
"73",4,5007,143.6567,121147,13.50013,12.39816,0.1378491,48.93972,80.032,13689.41,26.896,1995,2,0.1650887,0.3301774,5,7,0,11.70476,0,-0.161140641292532,0.271196701968834,-0.106108001968834
"74",0,5009,53.1273,31410,14.23432,11.8752,0.0222859,47.99427,165.968,11311.41,38.048,1995,1,0.31837,0,5,9,0,10.35488,0,0.0401662099980637,0.291927077788233,0.0264429222117674
"75",0,5011,17.96893,11692,15.33527,12.27335,32.7831,47.62231,321.44,11378.98,72.816,1995,0,0,0,5,11,0,9.36666,0,-1.44030367362631,0.947852585164598,-0.947852585164598
"76",4,5013,9.229247,5799,14.46801,12.65735,26.72875,48.11174,260.432,8261.008,76.096,1995,2,3.44887,6.897741,5,13,0,8.665441,0,3.97611133589997,0.832783486410959,2.61608651358904
"77",2,5015,34.655,21964,13.41286,11.02258,0.0409761,48.29721,125.952,11330.43,55.104,1995,2,0.9105809,0.9105809,5,15,0,9.99716,0,0.960849361767059,0.27805133232364,0.63252956767636
"78",1,5017,23.85614,15365,18.92613,12.01432,59.27758,47.10706,520.208,9500.848,46.576,1995,3,1.952489,0.6508299,5,17,0,9.639848,0,0.706710605730178,1.4891638879277,0.463325112072297
"79",1,5019,25.58626,22145,16.87062,17.4396,24.70535,47.50508,184.336,10564.88,31.488,1995,1,0.4515692,0.4515692,5,19,0,10.00537,0,-0.590677735822347,0.840099186323863,-0.388529986323863
"80",0,5021,27.50796,17587,13.5839,11.19577,0.0739182,47.96156,259.12,10133.89,66.256,1995,0,0,0,5,21,0,9.774916,0,-0.442160098824885,0.290987827639751,-0.290987827639751
"81",1,5023,39.53043,21864,12.3948,10.26345,0.0274424,48.63245,177.12,10640.32,45.92,1995,0,0,0.4573728,5,23,0,9.992597,0,-0.404175921066319,0.265953252919446,-0.265953252919446
"82",1,5025,13.68793,8182,15.47299,11.84307,14.69078,48.80225,191.552,9906.256,40.016,1995,1,1.222195,1.222195,5,25,0,9.009692,0,0.98680919470561,0.572361301452432,0.649833698547568
"83",4,5027,33.37554,25572,15.68903,13.88237,37.17347,46.85202,326.032,11425.55,51.168,1995,4,1.564211,1.564211,5,27,0,10.14925,0,0.762995627878843,1.06231003506597,0.501900964934032
"84",1,5029,35.62256,19814,15.36792,12.03694,16.23599,47.92066,244.032,11180.86,53.136,1995,2,1.009387,0.5046936,5,29,0,9.894144,0,0.597630779813626,0.615843639500367,0.393543360499633
"85",1,5031,105.3782,74903,15.17029,17.05539,5.949028,48.18899,188.928,11736.5,40.672,1995,3,0.400518,0.133506,5,31,0,11.22395,0,-0.0726054004575996,0.44829129475334,-0.0477732947533404
"86",2,5033,80.70551,48060,16.21723,12.62796,0.9737828,49.04078,178.432,9762.592,59.696,1995,2,0.4161465,0.4161465,5,33,0,10.78021,0,0.166238707482778,0.306692002427291,0.109454497572709
"87",18,5035,81.5613,49793,17.44623,14.46589,45.07059,47.14719,376.544,10815.47,34.112,1995,10,2.008314,3.614966,5,35,0,10.81563,0,1.19599151575049,1.22228285708099,0.786031142919012
"88",4,5037,31.27159,19260,17.37799,12.65317,26.75493,48.07373,332.592,10122.74,44.608,1995,4,2.076843,2.076843,5,37,0,9.865786,0,1.89107581760389,0.832325332365647,1.24451766763435
"89",1,5039,14.23886,9504,15.29882,11.3005,40.69865,48.03241,275.52,11016.21,37.392,1995,1,1.052189,1.052189,5,39,0,9.159468,0,-0.05596514831979,1.08899477146501,-0.0368057714650143
"90",8,5041,20.42907,15629,17.62109,12.47681,44.61578,46.76563,392.288,9876.736,65.6,1995,4,2.559345,5.11869,5,41,0,9.656883,0,2.05737232321648,1.20745722599219,1.35188777400781
"91",2,5043,21.4744,17786,17.00214,14.42708,29.43326,48.24019,229.6,10361.52,74.784,1995,4,2.24896,1.12448,5,43,0,9.786167,0,2.05706501191657,0.895220698822045,1.35373930117796
"92",2,5045,110.4628,71510,16.36135,17.46189,8.519088,48.55125,100.368,12171.42,49.856,1995,2,0.2796812,0.2796812,5,45,0,11.17759,0,-0.328789118312804,0.496038052396737,-0.216356852396737
"93",0,5047,26.4093,16099,15.56618,11.5473,0.6397913,49.70495,194.176,10236.88,44.608,1995,0,0,0,5,47,0,9.686512,0,-0.419035358467068,0.275949299136217,-0.275949299136217
"94",0,5049,17.1763,10619,13.5606,9.209907,0.1035879,48.09304,278.8,8365.312,26.896,1995,0,0,0,5,49,0,9.2704,0,-0.423971568702278,0.278894728266487,-0.278894728266487
"95",1,5051,119.1976,80822,12.33328,10.65923,8.299721,47.72834,175.152,13664.48,44.608,1995,10,1.237287,0.1237287,5,51,0,11.3,0,1.2150064577633,0.437520209740733,0.799766790259267
"96",3,5053,23.99249,15159,15.5947,12.17758,2.988324,49.34362,135.136,10954.54,41.328,1995,1,0.6596741,1.979022,5,53,0,9.626349,0,0.498266663029674,0.331516890419304,0.328157209580696
"97",0,5055,59.95809,34629,14.61492,12.67724,0.0664183,48.47671,194.176,10226.38,50.512,1995,0,0,0,5,55,0,10.45245,0,-0.448418525396947,0.295194180199935,-0.295194180199935
"98",1,5057,30.36566,22132,15.52503,12.62877,31.79107,47.6595,247.968,10342.5,72.816,1995,5,2.259172,0.4518345,5,57,0,10.00478,0,2.01253280243778,0.934728318839049,1.32444368116095
"99",4,5059,45.16461,27775,15.38074,11.10711,11.87759,48.37084,192.208,9433.28,49.856,1995,3,1.080108,1.440144,5,59,0,10.23189,0,0.850017646298195,0.52042282053858,0.55968517946142
"100",0,5061,23.34782,13716,15.62409,12.52552,22.98046,48.21376,178.432,12846.45,49.856,1995,0,0,0,5,61,0,9.526319,0,-1.12621444263954,0.741515414327214,-0.741515414327214
"101",0,5063,43.02026,32861,15.07562,12.37942,2.118012,48.70515,190.24,11032.61,72.16,1995,0,0,0,5,63,0,10.40004,0,-0.496109056865366,0.326698918433291,-0.326698918433291
"102",0,5065,21.83592,12681,11.99432,10.09384,0.2602319,49.35731,223.04,9212.864,51.168,1995,0,0,0,5,65,0,9.44786,0,-0.395630208626873,0.26018930165437,-0.26018930165437
"103",2,5067,29.50255,18692,15.16157,11.2722,15.60561,47.8333,312.256,10952.58,96.432,1995,2,1.069976,1.069976,5,67,0,9.835851,0,0.715048535908693,0.599131230546847,0.470844769453153
"104",13,5069,94.60763,83708,16.65671,14.40484,45.20715,48.14235,342.432,10976.19,56.416,1995,17,2.030869,1.553018,5,69,0,11.33509,0,1.25756894738312,1.20410085230964,0.826768147690356
"105",0,5071,30.73038,20350,14.69287,13.62162,1.867322,48.95332,199.424,10170.62,45.92,1995,0,0,0,5,71,0,9.920836,0,-0.50131537416986,0.330033111949679,-0.330033111949679
"106",2,5073,17.6643,9301,16.63262,11.90195,40.69455,47.56478,400.816,8962.271,40.672,1995,2,2.150306,2.150306,5,73,0,9.137877,0,1.57857604010787,1.11237504527433,1.03793095472567
"107",4,5075,29.82207,17494,14.49068,11.86121,0.5716246,48.14222,287.328,9792.768,55.104,1995,2,1.143249,2.286498,5,75,0,9.769613,0,1.27223746625608,0.305831262672348,0.837417737327652
"108",1,5077,21.42105,12889,19.73,13.15075,60.60206,50.36853,620.576,7704.064,64.288,1995,2,1.551711,0.7758554,5,77,0,9.464129,0,0.121141645487634,1.47237628668912,0.0793347133108814
"109",0,5079,25.15334,14117,13.91939,17.3408,37.26004,58.10725,276.832,7496.112,47.888,1995,0,0,0,5,79,0,9.555135,0,-1.37479311042474,0.896135164471193,-0.896135164471193
"110",1,5081,25.15207,13375,16.56075,12.25421,22.72149,48.56823,217.792,10906,40.672,1995,1,0.7476636,0.7476636,5,81,0,9.501143,0,0.0172845347694091,0.736283940543335,0.0113796594566654
"111",0,5083,29.70337,21087,15.59729,11.50946,1.460616,49.41433,222.384,10360.21,44.608,1995,0,0,0,5,83,0,9.956412,0,-0.450604371041548,0.29674606100426,-0.29674606100426
"112",3,5085,60.06913,45983,16.69095,12.23278,9.766653,49.20949,140.384,11997.58,33.456,1995,4,0.8698867,0.652415,5,85,0,10.73603,0,0.613532512151828,0.465853246678541,0.404033453321459
"113",1,5087,15.46916,12947,14.75245,10.79014,0.0308952,49.29327,169.904,9853.12,45.92,1995,1,0.7723797,0.7723797,5,87,0,9.468619,0,0.77026285557607,0.265212162755593,0.507167537244407
"114",0,5089,23.14734,13836,12.66985,8.738074,0.0433651,48.8436,219.76,9702.896,28.864,1995,0,0,0,5,89,0,9.535029,0,-0.385273180685903,0.253481936975155,-0.253481936975155
"115",3,5091,62.73947,39154,16.1465,13.37539,24.1278,47.79588,286.016,10323.47,28.208,1995,3,0.7662053,0.7662053,5,91,1,10.57526,0.2554018,-0.0345768716159029,0.788966843243835,-0.0227615432438348
"116",23,5093,56.52474,50777,16.92892,15.07375,29.64728,47.91343,394.256,11131.01,92.496,1995,12,2.363275,4.52961,5,93,0,10.8352,0,2.21156616610485,0.907958556584141,1.45531644341586
"117",1,5095,17.22373,10450,16.50718,10.86124,41.13876,46.98565,514.304,9716.672,50.512,1995,3,2.870813,0.9569378,5,95,0,9.254357,0,2.66303677161451,1.12014398064403,1.75066901935597
"118",3,5099,16.23204,10064,16.23609,11.8442,33.65461,47.82393,259.12,9382.768,56.416,1995,1,0.9936407,2.980922,5,99,0,9.21672,0,0.0412711347229654,0.966487342380905,0.0271533576190949
"119",1,5101,9.755448,8029,15.50629,10.54926,0,50.11832,322.096,7387.872,51.168,1995,1,1.245485,1.245485,5,101,0,8.990815,0,1.50109354540149,0.257605932566757,0.987879067433243
"120",5,5103,38.97772,28552,14.95167,11.86257,37.16377,47.22961,322.096,10587.84,77.408,1995,5,1.751191,1.751191,5,103,0,10.25948,0,1.08115857015692,1.03998345734844,0.711207542651562
"121",2,5105,16.18634,8918,14.93608,11.7403,1.525006,49.17022,209.92,9093.472,61.008,1995,2,2.242655,2.242655,5,105,0,9.095827,0,2.93884059298188,0.307885154946913,1.93476984505309
"122",14,5107,40.42746,28005,18.9359,11.19086,56.63988,45.7454,680.272,9232.544,62.32,1995,13,4.642028,4.999107,5,107,0,10.24014,0,4.85925585799264,1.45656782224211,3.18546017775789
"123",0,5109,17.26037,10409,15.07349,11.31713,4.03497,48.92881,183.024,10840.4,61.664,1995,0,0,0,5,109,0,9.250426,0,-0.534565482450305,0.352055115424332,-0.352055115424332
"124",0,5111,32.38089,24538,14.92787,12.57234,7.787921,48.15388,350.304,10133.23,49.2,1995,1,0.4075312,0,5,111,0,10.10798,0,-0.0690013947775682,0.452962536312888,-0.0454313363128877
"125",1,5113,21.94881,18864,14.56213,10.37426,0,48.87086,217.792,10119.46,30.832,1995,2,1.06022,0.5301102,5,113,0,9.845011,0,1.20378635022003,0.267629590260842,0.792590409739158
"126",2,5115,62.5996,50828,15.70394,15.44621,2.679626,49.53569,172.528,11551.5,53.792,1995,1,0.196742,0.3934839,5,115,0,10.8362,0,-0.228646589410036,0.347279185516977,-0.150537185516977
"127",0,5117,14.36373,9279,14.69986,11.95172,14.75375,49.02468,228.288,10024.99,52.48,1995,0,0,0,5,117,0,9.135509,0,-0.863495613304721,0.568610857815108,-0.568610857815108
"128",81,5119,456.1224,351655,14.23412,15.44753,28.36217,47.59807,184.336,15700.7,43.296,1995,79,2.24652,2.303394,5,119,1,12.77041,0.028437,2.09143766052178,0.870351877059182,1.37616812294082
"129",0,5121,26.77828,17456,14.87741,11.28552,0.939505,48.41315,237.472,9286.336,68.88,1995,0,0,0,5,121,0,9.767439,0,-0.464477066743418,0.305755060198237,-0.305755060198237
"130",3,5123,44.61394,28280,18.86139,11.73975,49.52617,46.56294,549.728,9599.248,80.032,1995,3,1.06082,1.06082,5,123,0,10.24991,0,-0.371661041239056,1.30474968184096,-0.243929681840959
"131",1,5125,101.5976,73634,15.64902,12.70745,2.288345,49.55591,85.936,11495.09,30.832,1995,2,0.2716137,0.1358068,5,125,0,11.20686,0,-0.0680074938122191,0.316403614158097,-0.0447899141580973
"132",0,5127,11.93039,10665,13.83029,12.3113,0.0375059,49.36709,232.88,9751.44,39.36,1995,0,0,0,5,127,0,9.274723,0,-0.418477930903302,0.275456850979612,-0.275456850979612
"133",4,5131,195.166,104680,14.25583,13.92912,6.224685,48.44574,152.192,13763.54,59.696,1995,4,0.3821169,0.3821169,5,131,0,11.55866,0,-0.0481925062383382,0.413851765872299,-0.0317348658722995
"134",0,5133,26.05615,14695,14.83498,13.21538,6.410344,50.08506,165.312,10673.78,43.952,1995,1,0.6805035,0,5,133,0,9.595263,0,0.435882274092141,0.393458397613535,0.287045102386465
"135",1,5135,26.73729,16160,13.43441,8.613861,0.5507426,47.84035,244.688,9051.488,36.08,1995,2,1.237624,0.6188119,5,135,0,9.690294,0,1.4485585811206,0.284657118895127,0.952966881104873
